Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,Color,X,facilidad,senal,tipo,choice,outcome,Exito,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
479,13,s,True,352,128,True,231,False,121,False,116,False,12,6,2.55011797,1.048999071,0.40169096,Azul,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
480,502,s,False,352,129,False,231,False,121,True,117,False,12,6,2.548608065,1.047449112,0.40110898,Verde,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
481,136,s,True,353,129,True,232,False,121,False,117,False,12,6,2.454626083,0.953544855,0.300934076,Naranja,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
482,393,s,True,354,129,True,233,False,121,False,117,False,12,6,5.35657692,3.855440855,0.401046991,Purpura,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
483,418,s,True,355,129,True,234,False,121,False,117,False,12,6,2.641595125,1.140415907,0.401296854,Azul,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
484,399,s,True,356,129,True,235,False,121,False,117,False,12,6,2.954992056,1.45391798,0.300858021,Purpura,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
486,574,n,True,358,129,False,235,True,123,False,117,False,12,2,2.240084887,0.73890996,0.401119947,Azul,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
487,56,s,True,359,129,True,236,False,123,False,117,False,12,6,1.847280979,0.346157074,0.300815105,Naranja,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
490,278,n,True,362,129,False,236,True,126,False,117,False,12,1,1.648043871,0.14688611,1.303370953,Purpura,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
491,334,s,True,363,129,True,237,False,126,False,117,False,12,6,2.148175001,0.647078037,0.401252031,Naranja,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
492,509,n,True,364,129,False,237,True,127,False,117,False,12,2,2.754528046,1.254366875,0.401190042,Purpura,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
493,598,n,True,365,129,False,237,True,128,False,117,False,12,1,2.749818087,1.248589993,0.300712109,Verde,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
495,467,s,True,367,129,True,238,False,129,False,117,False,12,6,1.847959995,0.346868038,0.300796032,Verde,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
498,395,s,True,370,129,True,239,False,131,False,117,False,12,5,2.350080013,0.848885775,0.501574993,Verde,NA,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
500,262,n,True,372,129,False,239,True,133,False,117,False,12,1,2.553910017,1.052749157,0.300812006,Purpura,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
502,564,s,False,373,130,False,239,False,134,True,118,False,12,6,1.852609873,0.351510048,0.300889015,Purpura,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
503,210,s,False,373,131,False,239,False,134,True,119,False,12,6,2.148252964,0.647099972,0.401242971,Verde,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
504,20,s,True,374,131,True,240,False,134,False,119,False,12,6,1.747258902,0.246134043,0.30093503,Azul,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
505,230,s,False,374,132,False,240,False,134,True,120,False,12,6,1.652053118,0.150934935,0.200706959,Purpura,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
507,58,s,True,375,133,True,241,False,134,False,121,False,12,6,1.651545048,0.150496006,0.100492954,Azul,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
509,428,s,True,377,133,True,242,False,135,False,121,False,12,6,1.947239161,0.446098089,0.401077986,Naranja,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
510,155,s,True,378,133,True,243,False,135,False,121,False,12,6,1.650461912,0.149410009,0.20065999,Naranja,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
511,236,s,False,378,134,False,243,False,135,True,122,False,12,6,1.652837038,0.151731014,0.101804972,Verde,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
512,438,s,True,379,134,True,244,False,135,False,122,False,12,6,2.548792124,1.047611952,0.30100894,Verde,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
513,388,s,True,380,134,True,245,False,135,False,122,False,12,6,1.650556087,0.149864912,0.200726986,Naranja,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
514,331,s,True,381,134,True,246,False,135,False,122,False,12,6,2.248565912,0.747780085,0.401511192,Verde,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
515,540,s,False,381,135,False,246,False,135,True,123,False,12,6,1.650446892,0.149847984,0.100440025,Naranja,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
516,545,s,False,381,136,False,246,False,135,True,124,False,12,6,1.751523018,0.250348091,0.300805092,Azul,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
517,171,s,False,381,137,False,246,False,135,True,125,False,12,6,1.64912796,0.147976875,0.40132308,Naranja,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
518,121,s,True,382,137,True,247,False,135,False,125,False,12,6,2.65298605,1.151890993,0.300904989,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
520,146,s,True,384,137,True,248,False,136,False,125,False,12,6,1.652559042,0.151471138,0.400974989,Verde,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
521,337,s,True,385,137,True,249,False,136,False,125,False,12,6,1.647171021,0.146014929,0.300948858,Naranja,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
522,321,s,True,386,137,True,250,False,136,False,125,False,12,5,2.853550911,1.352637053,0.40106082,Naranja,NA,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
524,83,s,True,388,137,True,251,False,137,False,125,False,12,6,2.949874878,1.448797941,0.401035786,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
526,106,s,True,390,137,True,252,False,138,False,125,False,12,6,1.951289892,0.45020318,0.400924206,Azul,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
527,215,n,True,391,137,False,252,True,139,False,125,False,12,2,3.25111413,1.74999404,0.501355886,Azul,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
529,18,s,True,393,137,True,253,False,140,False,125,False,12,6,1.847609997,0.346422911,0.300899029,Verde,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
530,152,s,True,394,137,True,254,False,140,False,125,False,12,6,1.647073984,0.145875931,0.300933838,Naranja,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
531,552,n,True,395,137,False,254,True,141,False,125,False,12,1,2.553465128,1.052933931,0.401190996,Azul,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
532,172,s,False,395,138,False,254,False,141,True,126,False,12,6,1.647007942,0.145719051,0.100423098,Verde,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
533,177,s,False,395,139,False,254,False,141,True,127,False,12,6,1.646559954,0.14547205,0.80211997,Naranja,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
534,592,n,True,396,139,False,254,True,142,False,127,False,12,1,1.747295856,0.246206999,0.401622057,Verde,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
535,73,s,True,397,139,True,255,False,142,False,127,False,12,6,1.847881079,0.346832037,0.300979853,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
536,94,s,True,398,139,True,256,False,142,False,127,False,12,6,2.052674055,0.551542044,0.501312971,Naranja,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
537,142,s,True,399,139,True,257,False,142,False,127,False,12,6,2.148088932,0.646965981,0.401041031,Naranja,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
538,537,n,True,400,139,False,257,True,143,False,127,False,12,2,1.739562988,0.238831997,2.206315994,Verde,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
539,358,s,True,401,139,True,258,False,143,False,127,False,12,6,1.851032972,0.350417137,0.301006079,Purpura,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
540,115,s,True,402,139,True,259,False,143,False,127,False,12,6,2.054147959,0.55293107,0.501354933,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
541,390,s,True,403,139,True,260,False,143,False,127,False,12,6,1.847460032,0.347312927,0.3008039,Purpura,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
542,276,n,True,404,139,False,260,True,144,False,127,False,12,1,2.855602026,1.35435915,0.300931931,Azul,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
543,224,s,False,404,140,False,260,False,144,True,128,False,12,6,1.751887083,0.250754118,0.301039934,Purpura,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
544,185,s,False,404,141,False,260,False,144,True,129,False,12,6,1.651695013,0.150554895,0.200535059,Purpura,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
545,356,s,True,405,141,True,261,False,144,False,129,False,12,4,2.65237999,1.151273966,0.902101994,Naranja,NA,muchos,senal,3 BS,1,4,1,0,0,0,0,1,0,1,0,1,0,1,0
546,201,s,False,405,142,False,261,False,144,True,130,False,12,5,1.647598028,0.146449804,0.300845861,Purpura,NA,pocos,ruido,1 AN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
547,250,s,False,405,143,False,261,False,144,True,131,False,12,6,1.652586937,0.151361942,0.501240969,Azul,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
548,459,s,True,406,143,True,262,False,144,False,131,False,12,6,1.647083044,0.145994902,0.2007761,Azul,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
549,469,s,True,407,143,True,263,False,144,False,131,False,12,6,1.647041082,0.145889044,1.504545927,Naranja,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
550,507,s,False,407,144,False,263,False,144,True,132,False,12,6,1.649838924,0.149188995,0.501519918,Azul,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
551,407,s,True,408,144,True,264,False,144,False,132,False,12,6,2.148204088,0.647007942,0.601681948,Naranja,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
552,410,s,True,409,144,True,265,False,144,False,132,False,12,6,1.650858164,0.149927139,0.302425861,Azul,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
553,32,s,True,410,144,True,266,False,144,False,132,False,12,6,4.358348846,2.857661009,0.401124001,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
554,217,s,False,410,145,False,266,False,144,True,133,False,12,6,1.653100014,0.15199399,0.401514053,Purpura,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
555,567,n,True,411,145,False,266,True,145,False,133,False,12,1,2.74967289,1.248526096,0.401113033,Purpura,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
556,561,s,False,411,146,False,266,False,145,True,134,False,12,6,1.653430939,0.152262926,0.20071888,Azul,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
557,368,s,True,412,146,True,267,False,145,False,134,False,12,6,1.647629976,0.146506071,0.200783014,Azul,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
558,157,s,True,413,146,True,268,False,145,False,134,False,12,6,1.651602983,0.150433064,0.101911783,Azul,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
559,538,s,False,413,147,False,268,False,145,True,135,False,12,6,1.650968075,0.15003705,1.403661013,Purpura,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
560,404,s,True,414,147,True,269,False,145,False,135,False,12,6,1.747359037,0.246167183,0.300894022,Naranja,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
561,248,n,True,415,147,False,269,True,146,False,135,False,12,1,2.749938011,1.248833895,0.602144003,Naranja,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
562,77,s,True,416,147,True,270,False,146,False,135,False,12,6,1.645853043,0.145242929,0.401419878,Azul,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
563,340,s,True,417,147,True,271,False,146,False,135,False,12,6,1.947402954,0.446289063,0.401181936,Naranja,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
564,508,s,False,417,148,False,271,False,146,True,136,False,12,6,1.650866985,0.150023937,0.10036087,Naranja,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
565,566,n,True,418,148,False,271,True,147,False,136,False,12,1,2.248972178,0.74791503,0.602308989,Verde,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
566,253,n,True,419,148,False,271,True,148,False,136,False,12,1,1.652621984,0.151464939,0.80214119,Azul,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
567,261,n,True,420,148,False,271,True,149,False,136,False,12,2,3.0542202,1.55311203,0.701853991,Verde,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
568,43,s,True,421,148,True,272,False,149,False,136,False,12,6,1.948112965,0.447346926,0.401283979,Naranja,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
569,242,s,False,421,149,False,272,False,149,True,137,False,12,6,1.648105145,0.146974087,0.200493097,Verde,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
570,409,s,True,422,149,True,273,False,149,False,137,False,12,6,2.252123117,0.751455069,0.401570082,Purpura,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
571,181,n,True,423,149,False,273,True,150,False,137,False,12,1,2.750802994,1.249671936,0.40119791,Verde,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
572,423,s,True,424,149,True,274,False,150,False,137,False,12,5,2.540323973,1.039242983,0.502062082,Purpura,NA,muchos,senal,3 BS,1,4,1,0,0,1,0,1,0,1,0,1,0,1,0
573,398,n,False,424,150,False,274,False,150,False,137,True,13,1,3.757387877,2.256341934,0.401293993,Naranja,NA,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
574,256,s,False,424,151,False,274,False,150,True,138,False,13,6,3.153708935,1.652641058,0.401270151,Purpura,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
575,27,s,True,425,151,True,275,False,150,False,138,False,13,6,2.954929113,1.453758955,0.40098691,Naranja,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
576,59,s,True,426,151,True,276,False,150,False,138,False,13,6,2.65495491,1.153816938,0.401422977,Naranja,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
577,47,s,True,427,151,True,277,False,150,False,138,False,13,6,1.947627068,0.446559906,0.301242828,Verde,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
578,120,s,True,428,151,True,278,False,150,False,138,False,13,6,2.04831481,0.547168016,0.401051044,Naranja,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
579,328,s,True,429,151,True,279,False,150,False,138,False,13,6,2.052466154,0.551277161,0.300821066,Verde,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
581,204,s,False,430,152,False,279,False,151,True,139,False,13,6,1.646781921,0.145613909,0.200591087,Verde,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
582,586,s,False,430,153,False,279,False,151,True,140,False,13,6,1.84778285,0.346670866,0.300873995,Purpura,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
583,439,s,True,431,153,True,280,False,151,False,140,False,13,6,2.348649025,0.847467899,0.300815821,Purpura,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
584,527,n,True,432,153,False,280,True,152,False,140,False,13,1,2.149358034,0.648180008,0.401592016,Naranja,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
585,416,s,True,433,153,True,281,False,152,False,140,False,13,6,1.751352072,0.250618219,0.501435995,Naranja,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
586,162,s,False,433,154,False,281,False,152,True,141,False,13,6,1.652745962,0.151677132,0.200648069,Verde,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
587,216,n,True,434,154,False,281,True,153,False,141,False,13,1,2.148030996,0.646900892,0.402276993,Naranja,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
588,122,s,True,435,154,True,282,False,153,False,141,False,13,6,1.753020048,0.251860857,0.401121855,Azul,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
589,547,s,False,435,155,False,282,False,153,True,142,False,13,6,1.75040102,0.249490976,0.30082798,Verde,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
590,238,s,False,435,156,False,282,False,153,True,143,False,13,6,1.646987915,0.145812035,0.200781822,Naranja,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
591,16,s,True,436,156,True,283,False,153,False,143,False,13,6,1.647099972,0.145922899,0.100395918,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
592,233,s,False,436,157,False,283,False,153,True,144,False,13,6,1.648146153,0.147359133,0.100347042,Purpura,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
593,442,s,True,437,157,True,284,False,153,False,144,False,13,6,1.65102911,0.149857044,0.501264095,Purpura,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
595,126,s,True,439,157,True,285,False,154,False,144,False,13,6,1.952054977,0.450922012,0.401072979,Naranja,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
596,436,s,True,440,157,True,286,False,154,False,144,False,13,6,1.648127794,0.146975994,0.300871134,Purpura,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
597,543,n,True,441,157,False,286,True,155,False,144,False,13,1,2.953610897,1.452882051,0.401453972,Naranja,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
598,461,s,True,442,157,True,287,False,155,False,144,False,13,6,1.84878087,0.347704887,0.902480125,Purpura,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
599,449,s,True,443,157,True,288,False,155,False,144,False,13,6,1.650988102,0.150033951,0.101917982,Azul,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
600,199,n,True,444,157,False,288,True,156,False,144,False,13,1,2.553738832,1.052671909,0.400949955,Azul,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
601,180,s,False,444,158,False,288,False,156,True,145,False,13,6,1.648942947,0.147763968,0.300873041,Azul,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
603,240,s,False,444,160,False,288,False,156,True,147,False,13,6,2.148352146,0.64726615,0.401064157,Purpura,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
604,345,s,True,445,160,True,289,False,156,False,147,False,13,6,2.553017855,1.052273035,0.401016951,Purpura,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
605,132,s,True,446,160,True,290,False,156,False,147,False,13,6,1.752831936,0.251626015,0.401218891,Azul,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
606,344,s,True,447,160,True,291,False,156,False,147,False,13,6,1.847259045,0.345976114,0.300808907,Verde,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
607,424,s,True,448,160,True,292,False,156,False,147,False,13,6,1.739408016,0.2383039,0.300909042,Azul,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
608,264,s,False,448,161,False,292,False,156,True,148,False,13,6,1.650706053,0.149529934,0.300981998,Naranja,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
609,151,s,True,449,161,True,293,False,156,False,148,False,13,6,1.651520967,0.150327921,0.100485086,Azul,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
611,454,s,True,451,161,True,294,False,157,False,148,False,13,6,1.652098894,0.150995016,0.200706005,Verde,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
613,245,n,True,453,161,False,294,True,159,False,148,False,13,1,2.454394102,0.95330596,0.50130105,Verde,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
614,111,s,True,454,161,True,295,False,159,False,148,False,13,6,2.041682959,0.540631056,0.300958157,Verde,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
615,191,s,False,454,162,False,295,False,159,True,149,False,13,6,3.255416155,1.754267931,0.701798916,Verde,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
616,127,s,True,455,162,True,296,False,159,False,149,False,13,6,2.755511999,1.25442791,0.601628065,Verde,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
617,144,s,True,456,162,True,297,False,159,False,149,False,13,6,2.951457977,1.450380087,0.401068926,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
618,124,s,True,457,162,True,298,False,159,False,149,False,13,6,2.353206873,0.852048159,0.401144028,Verde,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
620,523,s,False,458,163,False,298,False,160,True,150,False,13,6,2.649062157,1.147900105,0.400985956,Azul,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
621,420,s,True,459,163,True,299,False,160,False,150,False,13,6,1.950404167,0.449726105,0.601717949,Verde,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
622,200,s,False,459,164,False,299,False,160,True,151,False,13,6,1.852560043,0.35137701,0.300942898,Naranja,NA,pocos,ruido,1 AN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
623,440,s,True,460,164,True,300,False,160,False,151,False,13,6,2.149358034,0.648298979,0.501379967,Azul,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
624,573,n,True,461,164,False,300,True,161,False,151,False,13,1,2.549043179,1.048052073,0.401132107,Purpura,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
626,490,s,False,462,165,False,300,False,162,True,152,False,13,6,2.553166866,1.052078962,0.50150919,Purpura,NA,muchos,ruido,2 BN,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
627,213,n,True,463,165,False,300,True,163,False,152,False,13,1,2.448801994,0.947629929,0.301715851,Verde,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
629,460,s,True,464,166,True,301,False,163,False,153,False,13,6,2.047535896,0.546365976,0.401050091,Naranja,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
630,176,s,False,464,167,False,301,False,163,True,154,False,13,5,3.150736094,1.649635077,0.501389027,Purpura,NA,pocos,ruido,1 AN,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1
631,57,s,True,465,167,True,302,False,163,False,154,False,13,6,1.651512861,0.150321007,0.300815105,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
632,589,n,True,466,167,False,302,True,164,False,154,False,13,1,1.646408081,0.145333052,1.002681971,Purpura,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
633,412,s,True,467,167,True,303,False,164,False,154,False,13,6,1.851444006,0.350901127,0.702488899,Azul,NA,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
634,269,n,True,468,167,False,303,True,165,False,154,False,13,2,2.348495007,0.847369909,0.501479864,Azul,NA,pocos,ruido,1 AN,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1
635,551,n,True,469,167,False,303,True,166,False,154,False,13,1,2.953316927,1.45291996,0.701673031,Purpura,NA,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
636,48,s,True,470,167,True,304,False,166,False,154,False,13,6,1.646612167,0.145443916,0.401309967,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
637,3,s,True,471,167,True,305,False,166,False,154,False,13,6,1.652019024,0.150836945,0.300786972,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
638,114,s,True,472,167,True,306,False,166,False,154,False,13,6,2.649438143,1.148256063,0.300804853,Verde,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
639,67,s,True,473,167,True,307,False,166,False,154,False,13,6,2.353795052,0.852720022,0.401242971,Purpura,NA,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
